d_arcsec,_RAJ2000,_DEJ2000,Star,Teff,e_Teff,logg,e_logg,__Fe_H_,e__Fe_H_,Mass,logL,e_logL,VMAG,Pl_,SimbadName,_RA,_DE,_RAJ2000_2,_DEJ2000_2,recno,catID,vsini,w_vsini,o_vsini,n_vsini,Simbad,_RA_2,_DE_2,starname,err_rv_scaled
0.009881,209.3218231,-56.0400425,HD 121504,6022,11,4.489999771118164,0.029999999329447746,0.14000000059604645,0.009999999776482582,1.1299999952316284,1.531000018119812,0.03500000014901161,4.300000190734863,yes,HD 121504,209.32182,-56.04004,209.3218278,-56.0400433,15948,HD 121504 A,3.5999999046325684,3.0,1,,Simbad,209.32183,-56.04004,HD121504,0.8365400005755217
0.005257,212.1131919,-74.8502853,HD 122862,5982,13,4.230000019073486,0.019999999552965164,-0.11999999731779099,0.009999999776482582,1.065000057220459,2.6059999465942383,0.014000000432133675,3.7300000190734863,no,HD 122862,212.11319,-74.85029,212.1131875,-74.8502844,16097,HD 122862,2.700000047683716,3.0,1,,Simbad,212.11319,-74.85028,HD122862,0.8630612758638605
0.013494,211.6719967,-5.5183356,HD 123265,5338,44,4.289999961853027,0.07000000029802322,0.1899999976158142,0.029999999329447746,0.8539999723434448,0.6140000224113464,0.039000000804662704,5.440000057220459,no,HD 123265,211.672,-5.51834,211.6720003,-5.5183367,16081,HD 123265,3.799999952316284,2.0,1,,Simbad,211.672,-5.51834,HD123265,0.5303423447641269
0.019724,212.9423789,-12.6117661,HD 124106,5106,39,4.489999771118164,0.07999999821186066,-0.17000000178813934,0.029999999329447746,0.7269999980926514,0.3540000021457672,0.02800000086426735,6.110000133514404,no,HD 124106,212.94238,-12.61177,212.9423844,-12.611765,16144,HD 124106,3.0999999046325684,7.0,3,,Simbad,212.94238,-12.61176,HD124106,0.6166846334392411
0.006403,213.1884989,-3.3200844,HD 124292,5443,22,4.369999885559082,0.03999999910593033,-0.12999999523162842,0.019999999552965164,0.7990000247955322,0.6710000038146973,0.019999999552965164,5.309999942779541,no,HD 124292,213.1885,-3.32008,213.1884975,-3.3200833,16154,HD 124292,2.0,5.5,3,:,Simbad,213.1885,-3.32008,HD124292,0.6419400830147778
0.007452,213.6034331,-48.1466336,HD 124364,5584,14,4.480000019073486,0.019999999552965164,-0.27000001072883606,0.009999999776482582,0.8849999904632568,0.5799999833106995,0.03500000014901161,5.440000057220459,no,HD 124364,213.60343,-48.14663,213.6034339,-48.1466356,16171,HD 124364,0.8999999761581421,3.0,1,,Simbad,213.60343,-48.14664,HD124364,0.7094682112150037
0.005864,214.770145,-59.3790369,HD 125072,5007,103,4.559999942779541,0.20000000298023224,0.18000000715255737,0.07000000029802322,0.8240000009536743,0.3050000071525574,0.00800000037997961,6.289999961853027,no,HD 125072,214.77014,-59.37904,214.7701456,-59.3790353,16258,HD 125072,0.8999999761581421,3.0,1,,Simbad,214.77015,-59.37904,HD125072,0.5158175669810332
0.017484,214.5030269,-7.5423878,HD 125184,5680,30,4.099999904632568,0.05000000074505806,0.27000001072883606,0.029999999329447746,1.0470000505447388,2.364000082015991,0.028999999165534973,3.890000104904175,no,HD 125184,214.50303,-7.54239,214.5030311,-7.5423903,16237,HD 125184,1.2000000476837158,3.0,1,,Simbad,214.50303,-7.54239,HD125184,0.6371701993305631
0.009158,214.8952669,-5.151195,HD 125455,5162,41,4.519999980926514,0.07000000029802322,-0.18000000715255737,0.019999999552965164,0.7310000061988831,0.3889999985694885,0.019999999552965164,5.989999771118164,no,HD 125455,214.89527,-5.15119,214.895265,-5.1511933,16272,HD 125455 A,1.7999999523162842,3.0,1,,Simbad,214.89526,-5.15119,HD125455,0.5769473561491445
0.009158,214.8952669,-5.151195,HD 125455,5162,41,4.519999980926514,0.07000000029802322,-0.18000000715255737,0.019999999552965164,0.7310000061988831,0.3889999985694885,0.019999999552965164,5.989999771118164,no,HD 125455,214.89527,-5.15119,214.895265,-5.1511933,16271,HD 125455,4.5,5.0,2,,Simbad,214.89526,-5.15119,HD125455,0.5769473561491445
0.019206,216.1915781,-63.7065622,HD 125881,6036,17,4.489999771118164,0.029999999329447746,0.05999999865889549,0.009999999776482582,1.1260000467300415,1.3339999914169312,0.027000000700354576,4.449999809265137,no,HD 125881,216.19158,-63.70656,216.1915739,-63.7065672,16350,HD 125881,2.700000047683716,3.0,1,,Simbad,216.19157,-63.70657,HD125881,0.7950280846132349
0.012464,216.8873825,-51.9330844,HD 126525,5638,13,4.369999885559082,0.019999999552965164,-0.10000000149011612,0.009999999776482582,0.8769999742507935,0.8989999890327454,0.03099999949336052,4.949999809265137,no,HD 126525,216.88738,-51.93308,216.887385,-51.9330875,16386,HD 126525,2.700000047683716,3.0,1,,Simbad,216.88738,-51.93309,HD126525,0.6841759239735674
0.002155,220.1177619,-57.0295567,HD 128674,5551,15,4.5,0.03999999910593033,-0.3799999952316284,0.009999999776482582,0.7590000033378601,0.7269999980926514,0.023000000044703484,5.199999809265137,no,HD 128674,220.11776,-57.02956,220.1177608,-57.0295567,16586,HD 128674 A,2.700000047683716,3.0,1,,Simbad,220.11776,-57.02956,HD128674,0.7494087778905463
0.043274,221.8863619,-0.2814761,HD 130322,5365,29,4.369999885559082,0.05000000074505806,-0.019999999552965164,0.019999999552965164,0.8759999871253967,0.4909999966621399,0.039000000804662704,5.670000076293945,yes,HD 130322,221.88636,-0.28148,221.88635,-0.2814778,16702,HD 130322,2.0999999046325684,8.0,3,,Simbad,221.88635,-0.28148,HD130322,0.6054945847739022
0.021278,223.0738994,-43.8181914,HD 130930,5027,61,4.449999809265137,0.11999999731779099,0.009999999776482582,0.029999999329447746,0.703000009059906,0.3970000147819519,0.04399999976158142,6.019999980926514,no,HD 130930,223.0739,-43.81819,223.0738964,-43.8181969,16796,HD 130930,0.8999999761581421,3.0,1,,Simbad,223.0739,-43.8182,HD130930,0.5190881654869092
0.011351,222.9186075,-24.3041331,HD 130992,4898,75,4.539999961853027,0.15000000596046448,-0.12999999523162842,0.05999999865889549,0.7770000100135803,0.23100000619888306,0.014999999664723873,6.659999847412109,no,HD 130992,222.91861,-24.30413,222.9186044,-24.3041317,16790,HD 130992,0.8999999761581421,3.0,1,,Simbad,222.9186,-24.30413,HD130992,0.5587411279268382
0.00396,225.4719464,-47.0074725,HD 132648,5418,16,4.489999771118164,0.029999999329447746,-0.3700000047683716,0.009999999776482582,0.7409999966621399,0.531000018119812,0.023000000044703484,5.570000171661377,no,HD 132648,225.47195,-47.00747,225.4719464,-47.0074736,16933,HD 132648,1.7999999523162842,3.0,1,,Simbad,225.47195,-47.00747,HD132648,0.7188883788975138
0.00504,227.6864331,-61.42232,HD 134060,5966,14,4.429999828338623,0.029999999329447746,0.14000000059604645,0.009999999776482582,1.0950000286102295,1.444000005722046,0.01600000075995922,4.380000114440918,no,HD 134060,227.68643,-61.42232,227.6864331,-61.4223186,17060,HD 134060,3.5999999046325684,3.0,1,,Simbad,227.68643,-61.42232,HD134060,0.8041360002946665
0.02019,228.0431425,-30.8862894,HD 134664,5865,19,4.519999980926514,0.019999999552965164,0.10000000149011612,0.009999999776482582,1.0839999914169312,1.0130000114440918,0.039000000804662704,4.78000020980835,no,HD 134664,228.04314,-30.88629,228.0431464,-30.8862939,17076,HD 134664,1.7999999523162842,3.0,1,,Simbad,228.04315,-30.88629,HD134664,0.7094474951238636
0.009177,228.1984369,-1.1661064,HD 134985,5090,89,4.440000057220459,0.10999999940395355,-0.6000000238418579,0.05000000074505806,0.5239999890327454,0.32499998807907104,0.052000001072883606,6.210000038146973,no,HD 134985,228.19844,-1.16611,228.1984392,-1.1661075,17090,HD 134985,3.5999999046325684,2.5,2,,Simbad,228.19844,-1.16611,HD134985,0.5735066363377785
0.007383,228.3694483,-25.3093469,HD 134987,5740,23,4.300000190734863,0.03999999910593033,0.25,0.019999999552965164,1.0299999713897705,1.4290000200271606,0.02199999988079071,4.420000076293945,yes,HD 134987,228.36945,-25.30935,228.3694461,-25.3093464,17099,HD 134987,1.7999999523162842,3.0,1,,Simbad,228.36945,-25.30935,HD134987,0.6646843122315593
0.005481,230.4506244,-48.3176278,HD 136352,5664,14,4.389999866485596,0.019999999552965164,-0.3400000035762787,0.009999999776482582,0.8100000023841858,0.9929999709129333,0.009999999776482582,4.829999923706055,no,HD 136352,230.45062,-48.31763,230.4506253,-48.3176292,17212,HD 136352,2.4000000953674316,6.0,2,,Simbad,230.45063,-48.31763,HD136352,0.7895281047936482
0.014457,230.652895,-10.6611233,HD 136713,4994,74,4.449999809265137,0.14000000059604645,0.07000000029802322,0.05000000074505806,0.7400000095367432,0.31299999356269836,0.027000000700354576,6.28000020980835,no,HD 136713,230.65289,-10.66112,230.6528914,-10.6611214,17230,HD 136713,3.799999952316284,3.0,1,,Simbad,230.65289,-10.66112,HD136713,0.5280571225198786
0.004334,231.0101144,-27.3052242,HD 136894,5412,22,4.360000133514404,0.029999999329447746,-0.10000000149011612,0.019999999552965164,0.7910000085830688,0.7080000042915344,0.029999999329447746,5.260000228881836,no,HD 136894,231.01011,-27.30522,231.0101153,-27.3052233,17255,HD 136894 A,1.7999999523162842,3.0,1,,Simbad,231.01012,-27.30522,HD136894,0.6227003472453625
0.004334,231.0101144,-27.3052242,HD 136894,5412,22,4.360000133514404,0.029999999329447746,-0.10000000149011612,0.019999999552965164,0.7910000085830688,0.7080000042915344,0.029999999329447746,5.260000228881836,no,HD 136894,231.01011,-27.30522,231.0101153,-27.3052233,17254,HD 136894,5.0,2.0,1,,Simbad,231.01012,-27.30522,HD136894,0.6227003472453625
0.013516,231.4937625,-26.7057822,HD 137303,4756,63,4.510000228881836,0.15000000596046448,-0.3499999940395355,0.03999999910593033,0.5109999775886536,0.20499999821186066,0.032999999821186066,6.880000114440918,no,HD 137303,231.49376,-26.70578,231.4937597,-26.705785,17279,HD 137303,0.8999999761581421,3.0,1,,Simbad,231.49376,-26.70578,HD137303,0.5429427056695835
0.008075,233.91637,-80.2045869,HD 137388,5240,53,4.420000076293945,0.10999999940395355,0.18000000715255737,0.029999999329447746,0.8629999756813049,0.4580000042915344,0.06300000101327896,5.789999961853027,no,HD 137388,233.91637,-80.20459,233.9163803,-80.2045883,17429,HD 137388 A,3.5999999046325684,3.0,1,,Simbad,233.91638,-80.20459,HD137388,0.48296088252417857
0.013549,233.4731525,-31.0190494,HD 138549,5582,19,4.440000057220459,0.029999999329447746,0.0,0.009999999776482582,0.9990000128746033,0.621999979019165,0.03099999949336052,5.360000133514404,no,HD 138549,233.47315,-31.01905,233.4731567,-31.0190483,17392,HD 138549,0.8999999761581421,3.0,1,,Simbad,233.47316,-31.01905,HD138549,0.5153312868252902
0.020133,236.8712519,-37.9163122,HD 140901,5610,21,4.460000038146973,0.029999999329447746,0.09000000357627869,0.009999999776482582,0.9480000138282776,0.7900000214576721,0.009999999776482582,5.090000152587891,no,HD 140901,236.87125,-37.91631,236.8712578,-37.9163153,17628,HD 140901,1.7999999523162842,3.0,1,,Simbad,236.87126,-37.91632,HD140901,0.6775551733417411
0.020133,236.8712519,-37.9163122,HD 140901,5610,21,4.460000038146973,0.029999999329447746,0.09000000357627869,0.009999999776482582,0.9480000138282776,0.7900000214576721,0.009999999776482582,5.090000152587891,no,HD 140901,236.87125,-37.91631,236.8712578,-37.9163153,17629,HD 140901 B,15.0,4.0,2,:,Simbad,236.87126,-37.91632,HD140901,0.6775551733417411
0.009753,238.0731142,-18.436065,HD 141937,5893,18,4.449999809265137,0.029999999329447746,0.12999999523162842,0.009999999776482582,1.0729999542236328,1.156999945640564,0.03099999949336052,4.630000114440918,yes,HD 141937,238.07311,-18.43606,238.0731131,-18.4360675,17704,HD 141937,3.5999999046325684,3.0,1,,Simbad,238.07311,-18.43607,HD141937,0.7432688218219602
0.012694,242.5625992,-84.2316117,HD 142022A,5508,32,4.349999904632568,0.05000000074505806,0.1899999976158142,0.029999999329447746,0.9070000052452087,0.9419999718666077,0.020999999716877937,4.929999828338623,yes,HD 142022,242.5626,-84.23161,242.5626314,-84.2316131,18017,HD 142022 A,2.700000047683716,3.0,1,,Simbad,242.56263,-84.23161,HD142022A,0.5522712019841625
0.012694,242.5625992,-84.2316117,HD 142022A,5508,32,4.349999904632568,0.05000000074505806,0.1899999976158142,0.029999999329447746,0.9070000052452087,0.9419999718666077,0.020999999716877937,4.929999828338623,yes,HD 142022,242.5626,-84.23161,242.5626314,-84.2316131,18018,HD 142022 B,2.700000047683716,3.0,1,,Simbad,242.56263,-84.23161,HD142022A,0.5522712019841625
0.00792,239.4197681,-42.6242353,HD 142709,4728,65,4.440000057220459,0.18000000715255737,-0.3499999940395355,0.029999999329447746,0.7200000286102295,0.1509999930858612,0.013000000268220901,7.230000019073486,no,HD 142709,239.41977,-42.62424,239.4197681,-42.6242331,17794,HD 142709,3.5999999046325684,3.0,1,,Simbad,239.41977,-42.62423,HD142709,0.562256402027
0.007284,239.9094519,-29.6325575,HD 143114,5775,18,4.389999866485596,0.019999999552965164,-0.4099999964237213,0.009999999776482582,0.8360000252723694,1.2619999647140503,0.028999999165534973,4.550000190734863,no,HD 143114,239.90945,-29.63256,239.9094511,-29.6325556,17826,HD 143114,1.7999999523162842,3.0,1,,Simbad,239.90945,-29.63256,HD143114,0.864320436012296
0.016385,241.7640406,-14.0712917,HD 144585,5914,22,4.349999904632568,0.019999999552965164,0.33000001311302185,0.019999999552965164,1.2039999961853027,2.0269999504089355,0.02500000037252903,4.019999980926514,no,HD 144585,241.76404,-14.07129,241.7640394,-14.0712961,17957,HD 144585,3.0,6.0,2,,Simbad,241.76404,-14.0713,HD144585,0.6569988345821463
0.013416,242.4283058,-56.4451489,HD 144628,5085,34,4.510000228881836,0.05999999865889549,-0.4099999964237213,0.019999999552965164,0.6859999895095825,0.2939999997615814,0.010999999940395355,6.320000171661377,no,HD 144628,242.42831,-56.44515,242.4283108,-56.4451514,18005,HD 144628,0.0,3.0,1,,Simbad,242.42831,-56.44515,HD144628,0.6030834817751616
0.013495,243.5413789,-50.7848753,HD 145598,5417,21,4.480000019073486,0.029999999329447746,-0.7799999713897705,0.019999999552965164,0.621999979019165,0.46000000834465027,0.04500000178813934,5.730000019073486,no,HD 145598,243.54138,-50.78488,243.5413844,-50.7848739,18098,HD 145598,0.0,3.0,1,,Simbad,243.54138,-50.78487,HD145598,0.7262737236125071
0.016582,243.767325,-56.3745411,HD 145666,5958,12,4.53000020980835,0.009999999776482582,-0.03999999910593033,0.009999999776482582,1.0850000381469727,1.059999942779541,0.03500000014901161,4.710000038146973,no,HD 145666,243.76732,-56.37454,243.7673333,-56.3745408,18115,HD 145666,1.7999999523162842,3.0,1,,Simbad,243.76733,-56.37454,HD145666,0.7881608008929328
0.010285,243.4180981,-21.39996,HD 145809,5778,15,4.150000095367432,0.019999999552965164,-0.25,0.009999999776482582,0.949999988079071,2.7170000076293945,0.028999999165534973,3.7200000286102295,no,HD 145809,243.4181,-21.39996,243.4181011,-21.3999594,18086,HD 145809,2.700000047683716,3.0,1,,Simbad,243.4181,-21.39996,HD145809,0.6970084991960575
0.013571,243.9052931,-8.3694417,HD 146233,5818,13,4.449999809265137,0.019999999552965164,0.03999999910593033,0.009999999776482582,1.0130000114440918,1.0399999618530273,0.010999999940395355,4.760000228881836,no,HD 146233,243.90529,-8.36944,243.9052894,-8.3694408,18121,HD 146233,2.299999952316284,8.0,3,,Simbad,243.90529,-8.36944,HD146233,0.736189158240212
0.013571,243.9052931,-8.3694417,HD 146233,5818,13,4.449999809265137,0.019999999552965164,0.03999999910593033,0.009999999776482582,1.0130000114440918,1.0399999618530273,0.010999999940395355,4.760000228881836,no,HD 146233,243.90529,-8.36944,243.9052894,-8.3694408,18122,HD 146233 A,2.700000047683716,3.0,1,,Simbad,243.90529,-8.36944,HD146233,0.736189158240212
0.005395,245.6363406,-4.2492444,HD 147512,5530,15,4.400000095367432,0.019999999552965164,-0.07999999821186066,0.009999999776482582,0.843999981880188,0.7739999890327454,0.02500000037252903,5.130000114440918,no,HD 147512,245.63634,-4.24924,245.6363397,-4.2492456,18224,HD 147512,4.5,2.0,1,,Simbad,245.63634,-4.24925,HD147512,0.6447702892963034
0.005395,245.6363406,-4.2492444,HD 147512,5530,15,4.400000095367432,0.019999999552965164,-0.07999999821186066,0.009999999776482582,0.843999981880188,0.7739999890327454,0.02500000037252903,5.130000114440918,no,HD 147512,245.63634,-4.24924,245.6363397,-4.2492456,18225,HD 147512 A,0.0,3.0,1,,Simbad,245.63634,-4.24925,HD147512,0.6447702892963034
0.018301,246.0053744,-39.1929803,HD 147513,5858,18,4.5,0.029999999329447746,0.029999999329447746,0.009999999776482582,1.0640000104904175,0.972000002861023,0.009999999776482582,4.820000171661377,yes,HD 147513,246.00537,-39.19298,246.0053719,-39.1929756,18259,HD 147513 A,3.0,3.0,1,,Simbad,246.00537,-39.19298,HD147513,nan
0.018301,246.0053744,-39.1929803,HD 147513,5858,18,4.5,0.029999999329447746,0.029999999329447746,0.009999999776482582,1.0640000104904175,0.972000002861023,0.009999999776482582,4.820000171661377,yes,HD 147513,246.00537,-39.19298,246.0053719,-39.1929756,18258,HD 147513,2.200000047683716,5.0,2,,Simbad,246.00537,-39.19298,HD147513,nan
0.009384,250.2842289,-2.8572772,HD 150433,5665,12,4.429999828338623,0.019999999552965164,-0.36000001430511475,0.009999999776482582,0.8029999732971191,0.972000002861023,0.02500000037252903,4.860000133514404,no,HD 150433,250.28423,-2.85728,250.2842303,-2.8572794,18575,HD 150433 A,2.700000047683716,3.0,1,,Simbad,250.28423,-2.85728,HD150433,0.7524311434128554
0.011313,252.1343342,-19.28777,HD 151504,5457,31,4.360000133514404,0.03999999910593033,0.05999999865889549,0.019999999552965164,0.8539999723434448,0.8050000071525574,0.03799999877810478,5.110000133514404,no,HD 151504,252.13433,-19.28777,252.1343314,-19.2877717,18705,HD 151504,1.7999999523162842,5.0,2,:,Simbad,252.13433,-19.28777,HD151504,0.5756038881159975
0.00108,256.2641419,-5.0665075,HD 154363,4723,89,4.409999847412109,0.23999999463558197,-0.6200000047683716,0.03999999910593033,0.6759999990463257,0.11299999803304672,0.009999999776482582,7.539999961853027,no,HD 154363,256.26414,-5.06651,256.2641419,-5.0665078,18987,HD 154363 B,0.699999988079071,5.0,2,:,Simbad,256.26414,-5.06651,HD154363,0.5973150489136514
0.00108,256.2641419,-5.0665075,HD 154363,4723,89,4.409999847412109,0.23999999463558197,-0.6200000047683716,0.03999999910593033,0.6759999990463257,0.11299999803304672,0.009999999776482582,7.539999961853027,no,HD 154363,256.26414,-5.06651,256.2641419,-5.0665078,18984,HD 154363 A,2.700000047683716,3.0,1,,Simbad,256.26414,-5.06651,HD154363,0.5973150489136514
0.00108,256.2641419,-5.0665075,HD 154363,4723,89,4.409999847412109,0.23999999463558197,-0.6200000047683716,0.03999999910593033,0.6759999990463257,0.11299999803304672,0.009999999776482582,7.539999961853027,no,HD 154363,256.26414,-5.06651,256.2641419,-5.0665078,18983,HD 154363,3.700000047683716,3.0,1,,Simbad,256.26414,-5.06651,HD154363,0.5973150489136514
0.00088,257.5431294,-60.7287711,HD 154577,4900,37,4.519999980926514,0.07999999821186066,-0.699999988079071,0.019999999552965164,0.6639999747276306,0.22300000488758087,0.010999999940395355,6.699999809265137,no,HD 154577,257.54313,-60.72877,257.5431289,-60.7287711,19074,HD 154577,2.700000047683716,3.0,1,,Simbad,257.54313,-60.72877,HD154577,0.6606037816101631
0.004408,260.6440231,-19.6161811,HD 157172,5451,27,4.389999866485596,0.05000000074505806,0.10999999940395355,0.019999999552965164,0.8700000047683716,0.7310000061988831,0.03500000014901161,5.21999979019165,no,HD 157172,260.64402,-19.61618,260.6440244,-19.6161811,19299,HD 157172,0.0,3.0,1,,Simbad,260.64402,-19.61618,HD157172,0.562928312287211
0.0026,261.0364319,-34.7984481,HD 157338,6027,13,4.440000057220459,0.019999999552965164,-0.07999999821186066,0.009999999776482582,1.0470000505447388,1.4830000400543213,0.026000000536441803,4.340000152587891,no,HD 157338,261.03643,-34.79845,261.0364311,-34.7984478,19320,HD 157338,3.5999999046325684,3.0,1,,Simbad,261.03643,-34.79845,HD157338,0.8416758928386981
0.006435,260.7137019,-2.3881758,HD 157347,5676,16,4.380000114440918,0.029999999329447746,0.019999999552965164,0.009999999776482582,0.9330000281333923,0.9909999966621399,0.014000000432133675,4.829999923706055,no,HD 157347,260.7137,-2.38818,260.7137003,-2.388175,19304,HD 157347,0.8999999761581421,6.0,2,,Simbad,260.7137,-2.38817,HD157347,0.6450548564321257
0.008978,261.8414792,-38.0614503,HD 157830,5540,16,4.489999771118164,0.019999999552965164,-0.25,0.009999999776482582,0.843999981880188,0.6000000238418579,0.03400000184774399,5.409999847412109,no,HD 157830,261.84148,-38.06145,261.8414822,-38.0614511,19381,HD 157830,1.7999999523162842,3.0,1,,Simbad,261.84148,-38.06145,HD157830,0.7003315822429417
0.018069,264.7480258,-43.1455142,HD 159868,5558,15,3.9600000381469727,0.019999999552965164,-0.07999999821186066,0.009999999776482582,0.9190000295639038,3.0739998817443848,0.04899999871850014,3.630000114440918,yes,HD 159868,264.74803,-43.14551,264.7480264,-43.1455092,19577,HD 159868,0.8999999761581421,3.0,1,,Simbad,264.74803,-43.14551,HD159868,nan
0.017146,266.0362619,-51.8340531,HD 160691,5780,25,4.269999980926514,0.03999999910593033,0.30000001192092896,0.019999999552965164,1.0750000476837158,1.7450000047683716,0.010999999940395355,4.199999809265137,yes,HD 160691,266.03626,-51.83405,266.0362547,-51.8340514,19664,HD 160691,3.799999952316284,3.0,1,,Simbad,266.03625,-51.83405,HD160691,0.696201564187936
0.020319,265.9343856,-3.9178694,HD 161098,5560,15,4.460000038146973,0.019999999552965164,-0.27000001072883606,0.009999999776482582,0.8199999928474426,0.6690000295639038,0.02800000086426735,5.289999961853027,no,HD 161098,265.93439,-3.91787,265.9343878,-3.9178642,19655,HD 161098,0.8999999761581421,3.0,1,,Simbad,265.93439,-3.91786,HD161098,0.714380830849662
0.03505,267.6598231,-40.3183489,HD 162020,4861,77,4.480000019073486,0.1599999964237213,-0.10000000149011612,0.05000000074505806,0.6940000057220459,0.24400000274181366,0.03999999910593033,6.630000114440918,yes,HD 162020,267.65982,-40.31835,267.6598114,-40.3183528,19808,HD 162020,0.8999999761581421,3.0,1,,Simbad,267.65981,-40.31835,HD162020,nan
0.012299,267.7805469,-27.3963681,HD 162236,5343,25,4.429999828338623,0.03999999910593033,-0.11999999731779099,0.019999999552965164,0.828000009059906,0.4729999899864197,0.04899999871850014,5.71999979019165,no,HD 162236,267.78055,-27.39637,267.7805503,-27.3963697,19816,HD 162236,2.700000047683716,3.0,1,,Simbad,267.78055,-27.39637,HD162236,0.6127033051783914
0.015789,268.2190983,-41.9965225,HD 162396,6090,19,4.269999980926514,0.019999999552965164,-0.3499999940395355,0.009999999776482582,1.0290000438690186,2.865999937057495,0.026000000536441803,3.619999885559082,no,HD 162396,268.2191,-41.99652,268.2190956,-41.9965264,19842,HD 162396,3.5999999046325684,3.0,1,,Simbad,268.2191,-41.99653,HD162396,0.9374964169169656
0.002619,273.4986483,-42.5753739,HD 166724,5127,52,4.429999828338623,0.07999999821186066,-0.09000000357627869,0.029999999329447746,0.8259999752044678,0.335999995470047,0.054999999701976776,6.159999847412109,no,HD 166724,273.49865,-42.57537,273.4986492,-42.5753736,20297,HD 166724,1.7999999523162842,3.0,1,,Simbad,273.49865,-42.57537,HD166724,0.5326320394559887
0.005367,273.9544614,-23.8159511,HD 167359,5348,30,4.460000038146973,0.05000000074505806,-0.1899999976158142,0.019999999552965164,0.800000011920929,0.4779999852180481,0.03799999877810478,5.710000038146973,no,HD 167359,273.95446,-23.81595,273.9544625,-23.8159522,20321,HD 167359,0.8999999761581421,3.0,1,,Simbad,273.95446,-23.81595,HD167359,0.599817181026342
0.011293,275.45743,-11.9226833,HD 168746,5568,17,4.329999923706055,0.029999999329447746,-0.10000000149011612,0.009999999776482582,0.8519999980926514,1.0670000314712524,0.035999998450279236,4.78000020980835,yes,HD 168746,275.45743,-11.92268,275.4574269,-11.9226825,20436,HD 168746,3.799999952316284,5.0,2,,Simbad,275.45743,-11.92268,HD168746,nan
0.008218,276.138075,-49.6528789,HD 168871,5983,13,4.420000076293945,0.019999999552965164,-0.09000000357627869,0.009999999776482582,1.0329999923706055,1.6959999799728394,0.019999999552965164,4.199999809265137,no,HD 168871,276.13807,-49.65288,276.1380733,-49.6528769,20485,HD 168871,3.5999999046325684,3.0,1,,Simbad,276.13807,-49.65288,HD168871,0.8737811017413157
0.008633,276.9561825,-29.8168653,HD 169830,6361,25,4.210000038146973,0.029999999329447746,0.18000000715255737,0.019999999552965164,1.4199999570846558,4.489999771118164,0.028999999165534973,3.0999999046325684,yes,HD 169830,276.95618,-29.81687,276.9561814,-29.8168631,20559,HD 169830,3.700000047683716,6.0,2,,Simbad,276.95618,-29.81686,HD169830,0.9247370799353334
0.005037,277.4683639,-1.8181036,HD 170493,4751,108,4.239999771118164,0.25,0.14000000059604645,0.10999999940395355,0.6449999809265137,0.24799999594688416,0.017000000923871994,6.670000076293945,no,HD 170493,277.46836,-1.8181,277.4683625,-1.8181036,20600,HD 170493,2.5999999046325684,6.0,2,,Simbad,277.46836,-1.8181,HD170493,0.5155390398792712
0.009614,279.3034967,-25.6712664,HD 171665,5655,12,4.409999847412109,0.009999999776482582,-0.05000000074505806,0.009999999776482582,0.9120000004768372,0.828000009059906,0.026000000536441803,5.03000020980835,no,HD 171665,279.3035,-25.67127,279.3034994,-25.6712675,20750,HD 171665,1.7999999523162842,3.0,1,,Simbad,279.3035,-25.67127,HD171665,0.6813402121474695
0.001856,281.9547119,-77.8682492,HD 171990,6045,15,4.139999866485596,0.019999999552965164,0.05999999865889549,0.009999999776482582,1.347000002861023,4.1579999923706055,0.020999999716877937,3.2200000286102295,no,HD 171990,281.95471,-77.86825,281.9547125,-77.8682497,20979,HD 171990,3.5999999046325684,3.0,1,,Simbad,281.95471,-77.86825,HD171990,0.8384874467330337
0.011626,280.5098183,-34.4663347,HD 172513,5500,18,4.409999847412109,0.029999999329447746,-0.05000000074505806,0.009999999776482582,0.8700000047683716,0.6439999938011169,0.03700000047683716,5.340000152587891,no,HD 172513,280.50982,-34.46633,280.5098144,-34.4663344,20864,HD 172513,2.700000047683716,3.0,1,,Simbad,280.50981,-34.46633,HD172513,0.6248233960310206
0.005793,283.4886081,-54.9062844,HD 174545,5216,57,4.400000095367432,0.10999999940395355,0.2199999988079071,0.03999999910593033,0.7979999780654907,0.6209999918937683,0.035999998450279236,5.460000038146973,no,HD 174545,283.48861,-54.90628,283.4886078,-54.9062828,21067,HD 174545,0.8999999761581421,3.0,1,,Simbad,283.48861,-54.90628,HD174545,0.5019378752619794
0.018692,284.7353806,-0.5039867,HD 176157,5181,42,4.409999847412109,0.07000000029802322,-0.1599999964237213,0.029999999329447746,0.75,0.3919999897480011,0.028999999165534973,5.980000019073486,no,HD 176157,284.73538,-0.50399,284.7353792,-0.5039917,21180,HD 176157,4.699999809265137,4.0,2,,Simbad,284.73538,-0.50399,HD176157,0.5880029465420933
0.005798,287.4773094,-68.2996903,HD 177409,5898,10,4.489999771118164,0.019999999552965164,-0.03999999910593033,0.009999999776482582,1.0570000410079956,0.9860000014305115,0.027000000700354576,4.800000190734863,no,HD 177409,287.47731,-68.29969,287.4773089,-68.2996919,21372,HD 177409,2.700000047683716,3.0,1,,Simbad,287.47731,-68.29969,HD177409,0.5128115049503378
